NAME,SPECT_TYPE
GH Boo    ,                 
KL Boo    ,K5V              
VX Boo    ,                 
LN Boo    ,                 
V406 Boo  ,                 
W Boo     ,M2-M4III         
GL Boo    ,                 
V385 Boo  ,                 
V389 Boo  ,                 
HY Boo    ,                 
FR Boo    ,K3III            
GX Boo    ,                 
BG Boo    ,                 
ZZ Boo    ,F2V              
WY Boo    ,M5               
CX CVn    ,F8               
V346 Boo  ,                 
RZ Boo    ,M4               
IQ Boo    ,                 
BL Boo    ,A2-F0            
V427 Boo  ,                 
V430 Boo  ,                 
V439 Boo  ,                 
V433 Boo  ,                 
VY Boo    ,                 
EM Boo    ,G5               
GM Boo    ,                 
V370 Boo  ,                 
RY Boo    ,F5III-IV         
RU Boo    ,                 
DD Boo    ,                 
HP Boo    ,G2V              
V398 Boo  ,                 
HR Boo    ,                 
KX Cet    ,                 
CT Cet    ,                 
CQ Cet    ,                 
FX Cet    ,                 
BH Cet    ,                 
CO Cet    ,                 
GR Cet    ,FO               
IL Cet    ,A                
HX Cet    ,                 
BC Psc    ,                 
V Cet     ,M3e              
BS Aqr    ,A8-F3            
EL Aqr    ,F3V              
OX Aqr    ,                 
YY Psc    ,M3III            
DU Psc    ,                 
EN Eri    ,                 
UX Ori    ,A2ea             
V1849 Ori ,K1               
V2831 Ori ,                 
V2833 Ori ,                 
FL Ori    ,A3V              
BQ Eri    ,A8               
SY Eri    ,"C6,3(N0)         "
EZ Eri    ,                 
AR Eri    ,                 
MR Eri    ,F9V              
EQ Ori    ,A0:              
V429 Ori  ,                 
V1637 Ori ,                 
V1638 Ori ,                 
mu. Eri   ,B5IV             
UV Eri    ,M7               
IO Eri    ,                 
PQ Eri    ,                 
KS Eri    ,F0               
OV Eri    ,                 
WW Eri    ,                 
KP Eri    ,A2               
KR Eri    ,                 
KQ Eri    ,                 
WZ LMi    ,                 
XY LMi    ,                 
AF LMi    ,                 
XX LMi    ,                 
AE LMi    ,                 
UV LMi    ,                 
Y LMi     ,A3               
TX LMi    ,                 
UU LMi    ,                 
AO LMi    ,                 
BC Aqr    ,                 
BE Aqr    ,                 
HM Aqr    ,A0III            
BW Aqr    ,F8IV+F7IV        
KT Aqr    ,M0III            
SS Aqr    ,M2e              
MM Aqr    ,ApEuSrCr         
EE Aqr    ,F0V              
BH Aqr    ,                 
BF Aqr    ,                 
HN Aqr    ,B1               
BG Aqr    ,                 
AV Aqr    ,                 
AM Aqr    ,                 
AY Aqr    ,                 
AN Aqr    ,                 
AS Aqr    ,                 
AX Aqr    ,                 
V496 Vir  ,                 
V486 Vir  ,                 
V494 Vir  ,                 
WZ Vir    ,M0               
AA Vir    ,                 
LZ Vir    ,                 
V502 Vir  ,                 
V491 Vir  ,                 
V492 Vir  ,                 
V482 Vir  ,                 
V493 Vir  ,                 
BF Vir    ,A2               
V648 Vir  ,                 
V471 Vir  ,                 
VZ Vir    ,B8hb             
V645 Vir  ,                 
FO Vir    ,A7V              
HR Vir    ,                 
V483 Vir  ,                 
V498 Vir  ,                 
V501 Vir  ,                 
NY Vir    ,                 
CE Vir    ,G-K              
HQ Vir    ,                 
V709 Vir  ,                 
V Vir     ,M3e-M6e          
IN Vir    ,                 
HN Vir    ,                 
V469 Vir  ,                 
V473 Vir  ,                 
WX Vir    ,                 
HZ Cet    ,                 
BU Cet    ,                 
II Cet    ,                 
EU Cet    ,                 
UW Cet    ,                 
FG Psc    ,M5               
CC Psc    ,                 
V503 Aqr  ,                 
OQ Aqr    ,                 
BZ Aqr    ,M3               
VX Aqr    ,                 
HU Aqr    ,M4.5V+pec(e)     
BK Aqr    ,M5               
OR Aqr    ,F0V              
RS Aqr    ,M2e              
RR Aqr    ,M2e-M4e          
BL Aqr    ,G2-K0(M2)        
VV Aqr    ,                 
IT Aqr    ,M0               
V500 Aqr  ,                 
MO Aqr    ,                 
TW Aqr    ,M5               
V497 Aqr  ,                 
QQ Aqr    ,                 
QR Aqr    ,                 
PY Aqr    ,                 
BT Aqr    ,A                
PV Aqr    ,G5               
PW Aqr    ,pec(e)           
T Aqr     ,M2e-M5.5e        
EN Aqr    ,M3III            
FR Aqr    ,M4e              
V486 Aqr  ,                 
IS Aqr    ,M0               
IR Aqr    ,M4III:           
OP Aqr    ,M5               
V365 Aqr  ,                 
UZ Aqr    ,                 
NZ Aqr    ,                 
W Aqr     ,M6-M8e           
MW Aqr    ,                 
V494 Aqr  ,                 
QT Aqr    ,                 
MX Aqr    ,M8               
V485 Aqr  ,K4/5e            
Y Aqr     ,M6.5e-M9         
AC Aqr    ,F8               
V1095 Per ,                 
V490 Per  ,                 
V947 Per  ,                 
V378 Per  ,                 
V1021 Per ,                 
AZ Per    ,                 
V740 Per  ,                 
X Per     ,O9.5(III-V)ep    
V379 Per  ,                 
BB Per    ,                 
V743 Per  ,                 
BR Per    ,                 
V1096 Per ,                 
V339 Per  ,                 
WW Tau    ,G2e-K2(M3)       
V898 Per  ,G0               
V900 Per  ,G1V              
IX Per    ,F2IV             
V734 Per  ,                 
V633 Per  ,                 
V927 Per  ,                 
IP Per    ,A3               
RX Per    ,M3e              
V928 Per  ,F                
V737 Per  ,                 
V467 Per  ,A2V              
V1020 Per ,                 
BM Tau    ,                 
V1092 Tau ,                 
V1292 Tau ,                 
V1197 Tau ,                 
IL Tau    ,                 
AN Tau    ,A3               
V1093 Tau ,                 
RW Tau    ,B8Ve+K0IV        
V1185 Tau ,                 
V1190 Tau ,                 
V1242 Tau ,                 
AG Tau    ,                 
V1246 Tau ,                 
V1268 Tau ,A1V              
V341 Per  ,                 
AG Per    ,B3Vn+B3          
V397 Per  ,M                
omi Per   ,B1III+B2V        
V491 Aqr  ,                 
V488 Aqr  ,                 
AF Crv    ,                 
VX Crv    ,                 
UX Crv    ,                 
AG Crv    ,                 
W Crv     ,                 
TX Crv    ,                 
V676 Vir  ,                 
HU Vir    ,                 
ST Crv    ,                 
SV Vir    ,M4e              
KP Vir    ,                 
CI Cet    ,                 
W Cet     ,"S6,3e-S9,2e      "
WW Cet    ,pec(UG)          
GM Cet    ,M5               
BT Cet    ,                 
V363 Aqr  ,A5               
LW Aqr    ,M4III            
CE Cet    ,                 
BM Cet    ,                 
GK Cet    ,                 
KO Del    ,                 
BV Del    ,                 
GQ Del    ,                 
OX Del    ,G5               
V342 Del  ,                 
V372 Del  ,                 
T Del     ,M3e-M6e          
GM Del    ,                 
KN Del    ,                 
OV Del    ,                 
S Del     ,M5e-M8           
HX Del    ,                 
AZ Del    ,                 
TU Del    ,                 
LM Del    ,                 
GS Del    ,                 
LL Del    ,                 
KZ Del    ,M2               
AT Del    ,G0               
AX Del    ,                 
DR Del    ,                 
DY Del    ,                 
GR Del    ,                 
V373 Del  ,                 
AS Del    ,                 
GU Del    ,M7               
DW Del    ,                 
DK Del    ,                 
GN Del    ,                 
OR Del    ,K0IV             
V365 Del  ,                 
V363 Del  ,M3               
KS Del    ,                 
RT Del    ,                 
RS Del    ,M5-M8            
IS Del    ,                 
IY Del    ,                 
DD Del    ,                 
WZ Del    ,                 
V351 Del  ,                 
UW Del    ,                 
Z Del     ,"S5,2.5e-S7,2e:   "
KK Del    ,                 
CI Del    ,M7               
SY Del    ,M3               
FL Del    ,                 
ZZ Del    ,                 
WX Del    ,                 
CS Del    ,                 
RV Del    ,                 
V355 Del  ,                 
DE Del    ,                 
IX Del    ,                 
WW Del    ,                 
CR Del    ,                 
AF Del    ,                 
KT Del    ,M5               
AB Del    ,                 
DV Del    ,                 
QR Del    ,                 
AU Del    ,                 
AP Del    ,M5               
BN Del    ,                 
AN Del    ,                 
AY Del    ,                 
DN Del    ,G5III:           
QS Del    ,                 
DO Del    ,                 
RR Del    ,A                
HZ Del    ,                 
BO Del    ,                 
DM Del    ,A2V              
BQ Del    ,                 
QQ Del    ,                 
DZ Del    ,                 
DS Del    ,                 
ST Del    ,M4               
QT Del    ,G5               
EQ Del    ,                 
FY Del    ,                 
DX Del    ,A9-F6            
GV Del    ,                 
EF Del    ,                 
BI Del    ,G0               
AL Del    ,                 
HK Del    ,                 
AI Del    ,                 
UZ Del    ,                 
V354 Del  ,M3               
BE Del    ,                 
CN Del    ,                 
AD Del    ,M0               
AM Del    ,                 
BH Del    ,                 
UY Del    ,                 
CU Del    ,M3II             
GH Del    ,                 
AH Del    ,                 
YY Del    ,A3               
V341 Del  ,                 
FV Del    ,G0               
CD Del    ,                 
MQ Del    ,                 
KV Del    ,                 
AK Del    ,M7               
PW Del    ,                 
DF Del    ,                 
BF Del    ,                 
PQ Del    ,                 
KX Del    ,                 
TV Del    ,                 
BZ Del    ,                 
GI Del    ,                 
RW Del    ,M3-M8            
RX Del    ,M2e              
PS Del    ,                 
XZ Del    ,                 
CW Del    ,                 
CF Del    ,A5               
del Cap   ,A7mIII           
AA Cap    ,M5               
BY Cap    ,G2IV+G2-5:V      
Y Cap     ,                 
UU Cap    ,M4               
gam Cap   ,A7mp             
AD Cap    ,K0IV/V           
CK Cap    ,                 
KK Aqr    ,M2III            
AP Cap    ,B9IIIp(Si)       
ZZ Cap    ,                 
eps Cap   ,B3Vpeq           
FG Cap    ,                 
UV Cap    ,F0-F5            
FS Del    ,                 
BB Del    ,                 
AE Del    ,                 
FM Del    ,F5-F8            
CM Del    ,pec(e+cont)      
CO Del    ,                 
BM Del    ,                 
BL Del    ,                 
VV Del    ,                 
YZ Del    ,                 
MM Del    ,                 
CX Del    ,                 
FK Del    ,                 
HO Del    ,                 
SS Del    ,                 
PY Del    ,                 
TZ Del    ,                 
EN Del    ,                 
EY Del    ,                 
WY Del    ,                 
DG Del    ,                 
DH Del    ,                 
DU Del    ,                 
Y Del     ,M8e              
PV Del    ,                 
FO Del    ,                 
DT Del    ,                 
KL Del    ,                 
FP Del    ,                 
AV Del    ,F8               
V362 Del  ,M6               
